year,ready_reckoner_value,registration_date,purchaser_age,purchaser_pincode,final_area_sqft,purchaser_micromarket,developer_name,micromarket,project_pincode,primary_or_secondary,floor,rera_project_status,completion_date
,"1,20,40,752",,,,,,,,,,,,
,"1,19,05,449",,,,,,,,,,,,
,"2,18,17,038",,,,,,,,,,,,
,"82,18,170",,,,,,,,,,,,
,"56,06,496",,,,,,,,,,,,
,"1,23,35,432",,,,,,,,,,,,
,"1,20,76,112",,,,,,,,,,,,
,"41,91,905",,,,,,,,,,,,
,"2,35,42,629",,,,,,,,,,,,
,"1,94,99,584",,,,,,,,,,,,
,"1,86,15,618",,,,,,,,,,,,
,"3,45,15,328",,,,,,,,,,,,
,"74,45,317",,,,,,,,,,,,
,"73,45,753",,,,,,,,,,,,
,"1,60,90,400",,,,,,,,,,,,
,"1,01,05,074",,,,,,,,,,,,
,"1,53,84,964",,,,,,,,,,,,
,"1,22,50,203",,,,,,,,,,,,
,"1,18,19,494",,,,,,,,,,,,
,"64,71,315",,,,,,,,,,,,
,"2,40,69,830",,,,,,,,,,,,
,"2,75,66,300",,,,,,,,,,,,
,"96,89,534",,,,,,,,,,,,
,"80,95,138",,,,,,,,,,,,
,"3,08,59,762",,,,,,,,,,,,
,"70,59,465",,,,,,,,,,,,
,"64,78,999",,,,,,,,,,,,
,"71,30,000",,,,,,,,,,,,
,"65,77,633",,,,,,,,,,,,
,"2,04,71,000",,,,,,,,,,,,
,"1,26,57,500",,,,,,,,,,,,
,"1,16,95,916",,,,,,,,,,,,
,"1,15,08,500",,,,,,,,,,,,
,"44,14,642",,,,,,,,,,,,
,"88,05,389",,,,,,,,,,,,
,"42,47,810",,,,,,,,,,,,
,"85,02,650",,,,,,,,,,,,
,"1,26,49,142",,,,,,,,,,,,
,"78,44,389",,,,,,,,,,,,
,"92,27,639",,,,,,,,,,,,
,"76,23,510",,,,,,,,,,,,
,"1,27,83,568",,,,,,,,,,,,
,"71,32,104",,,,,,,,,,,,
,"51,86,745",,,,,,,,,,,,
,"1,15,10,667",,,,,,,,,,,,
,"1,01,40,553",,,,,,,,,,,,
,"1,74,66,807",,,,,,,,,,,,
,"64,32,945",,,,,,,,,,,,
,"1,65,24,599",,,,,,,,,,,,
,"43,80,220",,,,,,,,,,,,
,"1,02,46,095",,,,,,,,,,,,
,"88,09,870",,,,,,,,,,,,
,"2,63,71,638",,,,,,,,,,,,
,"1,06,91,233",,,,,,,,,,,,
,"1,07,58,272",,,,,,,,,,,,
,"62,58,701",,,,,,,,,,,,
,"88,99,608",,,,,,,,,,,,
,"1,10,75,730",,,,,,,,,,,,
,"78,24,896",,,,,,,,,,,,
,"77,41,104",,,,,,,,,,,,
,"1,50,32,742",,,,,,,,,,,,
,"1,17,81,513",,,,,,,,,,,,
,"94,23,664",,,,,,,,,,,,
,"1,04,41,855",,,,,,,,,,,,
,"94,31,996",,,,,,,,,,,,
,"1,22,68,182",,,,,,,,,,,,
,"1,21,39,351",,,,,,,,,,,,
,"78,00,647",,,,,,,,,,,,
,"1,61,01,655",,,,,,,,,,,,
,"69,26,324",,,,,,,,,,,,
,"1,56,76,640",,,,,,,,,,,,
,"62,99,256",,,,,,,,,,,,
,"92,54,657",,,,,,,,,,,,
,"95,28,284",,,,,,,,,,,,
,"96,52,394",,,,,,,,,,,,
,"69,07,685",,,,,,,,,,,,
,"71,02,432",,,,,,,,,,,,
,"1,35,04,280",,,,,,,,,,,,
,"1,22,15,200",,,,,,,,,,,,
,"1,67,91,923",,,,,,,,,,,,
,"2,89,22,610",,,,,,,,,,,,
,"1,01,13,912",,,,,,,,,,,,
,"1,48,82,664",,,,,,,,,,,,
,"35,91,129",,,,,,,,,,,,
,"74,91,500",,,,,,,,,,,,
,"97,65,474",,,,,,,,,,,,
,"2,47,76,046",,,,,,,,,,,,
,"56,40,459",,,,,,,,,,,,
,"50,33,257",,,,,,,,,,,,
,"40,50,482",,,,,,,,,,,,
,"84,84,364",,,,,,,,,,,,
,"85,32,898",,,,,,,,,,,,
,"1,74,70,533",,,,,,,,,,,,
,"1,68,33,594",,,,,,,,,,,,
,"76,20,501",,,,,,,,,,,,
,"49,88,833",,,,,,,,,,,,
,"1,22,29,008",,,,,,,,,,,,
,"77,04,623",,,,,,,,,,,,
,"49,06,732",,,,,,,,,,,,
,"84,52,105",,,,,,,,,,,,
,"43,43,376",,,,,,,,,,,,
,"61,08,069",,,,,,,,,,,,
,"1,10,82,316",,,,,,,,,,,,
,"1,32,83,646",,,,,,,,,,,,
,"85,98,711",,,,,,,,,,,,
,"2,37,28,804",,,,,,,,,,,,
,"71,68,017",,,,,,,,,,,,
,"1,54,49,794",,,,,,,,,,,,
,"1,15,36,355",,,,,,,,,,,,
,"79,72,720",,,,,,,,,,,,
,"1,12,91,306",,,,,,,,,,,,
,"60,85,353",,,,,,,,,,,,
,"48,33,036",,,,,,,,,,,,
,"1,55,90,981",,,,,,,,,,,,
,"78,97,827",,,,,,,,,,,,
,"1,21,80,978",,,,,,,,,,,,
,"2,12,47,314",,,,,,,,,,,,
,"74,60,510",,,,,,,,,,,,
,"1,46,68,022",,,,,,,,,,,,
,"77,07,599",,,,,,,,,,,,
,"1,52,95,311",,,,,,,,,,,,
,"86,48,166",,,,,,,,,,,,
,"70,07,269",,,,,,,,,,,,
,"1,76,33,473",,,,,,,,,,,,
,"1,64,46,245",,,,,,,,,,,,
,"31,72,500",,,,,,,,,,,,
,"75,01,788",,,,,,,,,,,,
,"59,82,058",,,,,,,,,,,,
,"1,39,91,382",,,,,,,,,,,,
,"1,46,26,100",,,,,,,,,,,,
,"1,53,15,000",,,,,,,,,,,,
,"75,11,336",,,,,,,,,,,,
,"1,60,09,371",,,,,,,,,,,,
,"1,83,87,376",,,,,,,,,,,,
,"1,30,45,173",,,,,,,,,,,,
,"86,90,058",,,,,,,,,,,,
,"1,25,61,111",,,,,,,,,,,,
,"75,69,173",,,,,,,,,,,,
,"41,89,008",,,,,,,,,,,,
,"1,18,18,677",,,,,,,,,,,,
,"1,23,91,363",,,,,,,,,,,,
,"53,02,306",,,,,,,,,,,,
,"1,65,52,065",,,,,,,,,,,,
,"1,08,00,747",,,,,,,,,,,,
,"69,51,488",,,,,,,,,,,,
,"86,38,042",,,,,,,,,,,,
,"1,37,79,251",,,,,,,,,,,,
,"48,48,266",,,,,,,,,,,,
,"73,04,941",,,,,,,,,,,,
,"1,71,22,244",,,,,,,,,,,,
,"72,82,596",,,,,,,,,,,,
,"79,26,809",,,,,,,,,,,,
,"1,47,80,679",,,,,,,,,,,,
,"1,46,79,746",,,,,,,,,,,,
,"75,78,331",,,,,,,,,,,,
,"1,01,50,812",,,,,,,,,,,,
,"66,40,684",,,,,,,,,,,,
,"92,11,677",,,,,,,,,,,,
,"1,99,41,129",,,,,,,,,,,,
,"1,73,93,160",,,,,,,,,,,,
,"69,91,494",,,,,,,,,,,,
,"1,09,23,722",,,,,,,,,,,,
,"1,83,35,486",,,,,,,,,,,,
,"68,56,519",,,,,,,,,,,,
,"32,69,279",,,,,,,,,,,,
,"1,68,91,530",,,,,,,,,,,,
,"68,96,607",,,,,,,,,,,,
,"59,24,358",,,,,,,,,,,,
,"45,72,840",,,,,,,,,,,,
,"2,16,20,862",,,,,,,,,,,,
,"1,02,46,614",,,,,,,,,,,,
,"72,36,670",,,,,,,,,,,,
,"1,60,75,899",,,,,,,,,,,,
,"1,15,10,309",,,,,,,,,,,,
,"1,76,19,126",,,,,,,,,,,,
,"1,41,77,696",,,,,,,,,,,,
,"2,38,82,511",,,,,,,,,,,,
,"1,57,13,600",,,,,,,,,,,,
,"98,89,434",,,,,,,,,,,,
,"1,89,27,085",,,,,,,,,,,,
,"72,40,500",,,,,,,,,,,,
,"59,99,199",,,,,,,,,,,,
,"1,46,24,900",,,,,,,,,,,,
,"2,02,84,337",,,,,,,,,,,,
,"1,32,18,655",,,,,,,,,,,,
,"2,20,16,523",,,,,,,,,,,,
,"1,10,89,670",,,,,,,,,,,,
,"86,80,987",,,,,,,,,,,,
,"16,64,663",,,,,,,,,,,,
,"66,64,699",,,,,,,,,,,,
,"2,05,31,283",,,,,,,,,,,,
,"39,24,890",,,,,,,,,,,,
,"63,58,144",,,,,,,,,,,,
,"1,51,63,000",,,,,,,,,,,,
,"1,59,85,362",,,,,,,,,,,,
,"53,36,717",,,,,,,,,,,,
,"93,34,057",,,,,,,,,,,,
,"1,82,56,144",,,,,,,,,,,,
,"60,29,027",,,,,,,,,,,,
,"1,76,28,621",,,,,,,,,,,,
,"66,21,166",,,,,,,,,,,,
,"1,06,48,212",,,,,,,,,,,,
,"1,84,08,544",,,,,,,,,,,,
,"1,12,94,990",,,,,,,,,,,,
,"1,39,11,481",,,,,,,,,,,,
,"1,42,80,369",,,,,,,,,,,,
,"1,10,29,040",,,,,,,,,,,,
,"74,54,398",,,,,,,,,,,,
,"2,07,86,714",,,,,,,,,,,,
,"1,81,38,210",,,,,,,,,,,,
,"48,46,921",,,,,,,,,,,,
,"1,16,85,457",,,,,,,,,,,,
,"1,04,73,658",,,,,,,,,,,,
,"1,13,25,402",,,,,,,,,,,,
,"1,10,25,992",,,,,,,,,,,,
,"1,15,82,024",,,,,,,,,,,,
,"1,29,57,014",,,,,,,,,,,,
,"2,82,33,019",,,,,,,,,,,,
,"77,05,756",,,,,,,,,,,,
,"2,53,40,762",,,,,,,,,,,,
,"99,40,527",,,,,,,,,,,,
,"63,47,485",,,,,,,,,,,,
,"1,11,09,503",,,,,,,,,,,,
,"65,97,036",,,,,,,,,,,,
,"1,52,96,554",,,,,,,,,,,,
,"72,81,500",,,,,,,,,,,,
,"68,83,367",,,,,,,,,,,,
,"95,73,841",,,,,,,,,,,,
,"2,38,51,586",,,,,,,,,,,,
,"1,20,34,682",,,,,,,,,,,,
,"48,11,548",,,,,,,,,,,,
,"1,22,98,308",,,,,,,,,,,,
,"91,27,870",,,,,,,,,,,,
,"1,08,41,647",,,,,,,,,,,,
,"90,45,800",,,,,,,,,,,,
,"93,79,158",,,,,,,,,,,,
,"1,22,71,137",,,,,,,,,,,,
,"84,03,680",,,,,,,,,,,,
,"28,59,780",,,,,,,,,,,,
,"31,00,895",,,,,,,,,,,,
,"1,65,67,000",,,,,,,,,,,,
,"94,24,548",,,,,,,,,,,,
,"1,46,88,292",,,,,,,,,,,,
,"65,92,408",,,,,,,,,,,,
,"1,03,63,475",,,,,,,,,,,,
,"66,51,350",,,,,,,,,,,,
,"73,05,884",,,,,,,,,,,,
,"1,46,07,249",,,,,,,,,,,,
,"1,78,34,662",,,,,,,,,,,,
,"1,55,46,293",,,,,,,,,,,,
,"1,77,22,302",,,,,,,,,,,,
,"80,30,000",,,,,,,,,,,,
,"96,56,465",,,,,,,,,,,,
,"1,68,98,131",,,,,,,,,,,,
,"2,36,97,499",,,,,,,,,,,,
,"1,53,66,758",,,,,,,,,,,,
,"1,20,33,148",,,,,,,,,,,,
,"1,17,29,407",,,,,,,,,,,,
,"51,47,220",,,,,,,,,,,,
,"1,68,82,929",,,,,,,,,,,,
,"90,56,800",,,,,,,,,,,,
,"2,70,07,337",,,,,,,,,,,,
,"1,22,23,474",,,,,,,,,,,,
,"95,20,406",,,,,,,,,,,,
,"1,45,65,895",,,,,,,,,,,,
,"48,53,920",,,,,,,,,,,,
,"1,49,92,939",,,,,,,,,,,,
,"56,73,619",,,,,,,,,,,,
,"1,70,24,603",,,,,,,,,,,,
,"90,46,381",,,,,,,,,,,,
,"78,44,659",,,,,,,,,,,,
,"1,20,60,872",,,,,,,,,,,,
,"1,11,95,736",,,,,,,,,,,,
,"1,38,81,147",,,,,,,,,,,,
,"1,03,55,923",,,,,,,,,,,,
,"2,43,11,635",,,,,,,,,,,,
,"1,85,91,500",,,,,,,,,,,,
,"2,16,70,967",,,,,,,,,,,,
,"99,35,675",,,,,,,,,,,,
,"2,42,79,919",,,,,,,,,,,,
,"1,30,91,552",,,,,,,,,,,,
,"1,04,55,100",,,,,,,,,,,,
,"1,80,35,726",,,,,,,,,,,,
,"1,32,11,635",,,,,,,,,,,,
,"66,80,470",,,,,,,,,,,,
,"2,47,10,603",,,,,,,,,,,,
,"2,06,85,946",,,,,,,,,,,,
,"1,06,35,400",,,,,,,,,,,,
,"93,68,402",,,,,,,,,,,,
,"1,58,79,267",,,,,,,,,,,,
,"1,30,10,287",,,,,,,,,,,,
,"1,37,73,308",,,,,,,,,,,,
,"70,16,500",,,,,,,,,,,,
,"1,29,43,200",,,,,,,,,,,,
,"1,42,76,864",,,,,,,,,,,,
,"1,49,15,991",,,,,,,,,,,,
,"1,33,08,624",,,,,,,,,,,,
,"2,54,47,346",,,,,,,,,,,,
,"1,63,28,955",,,,,,,,,,,,
,"1,42,72,186",,,,,,,,,,,,
,"1,56,10,000",,,,,,,,,,,,
,"87,28,319",,,,,,,,,,,,
,"1,14,97,431",,,,,,,,,,,,
,"1,92,89,000",,,,,,,,,,,,
,"90,66,743",,,,,,,,,,,,
,"43,68,932",,,,,,,,,,,,
,"74,80,584",,,,,,,,,,,,
,"1,54,17,862",,,,,,,,,,,,
,"1,07,95,465",,,,,,,,,,,,
,"1,26,81,282",,,,,,,,,,,,
,"1,41,24,619",,,,,,,,,,,,
,"62,54,092",,,,,,,,,,,,
,"1,17,07,918",,,,,,,,,,,,
,"93,12,367",,,,,,,,,,,,
,"1,49,67,000",,,,,,,,,,,,
,"1,37,03,500",,,,,,,,,,,,
,"82,75,600",,,,,,,,,,,,
,"1,05,12,129",,,,,,,,,,,,
,"65,97,209",,,,,,,,,,,,
,"31,40,164",,,,,,,,,,,,
,"74,38,500",,,,,,,,,,,,
,"63,72,420",,,,,,,,,,,,
,"1,23,49,772",,,,,,,,,,,,
,"1,78,01,413",,,,,,,,,,,,
,"71,95,731",,,,,,,,,,,,
,"1,22,31,617",,,,,,,,,,,,
,"67,34,448",,,,,,,,,,,,
,"1,76,75,799",,,,,,,,,,,,
,"2,21,58,298",,,,,,,,,,,,
,"74,00,124",,,,,,,,,,,,
,"62,59,569",,,,,,,,,,,,
,"1,19,44,414",,,,,,,,,,,,
,"1,13,67,901",,,,,,,,,,,,
,"1,17,93,054",,,,,,,,,,,,
,"93,99,953",,,,,,,,,,,,
,"1,45,28,114",,,,,,,,,,,,
,"1,68,88,500",,,,,,,,,,,,
,"1,57,81,500",,,,,,,,,,,,
,"73,62,801",,,,,,,,,,,,
,"44,17,847",,,,,,,,,,,,
,"49,96,616",,,,,,,,,,,,
,"1,01,85,776",,,,,,,,,,,,
,"74,95,507",,,,,,,,,,,,
,"71,44,311",,,,,,,,,,,,
,"50,98,243",,,,,,,,,,,,
,"1,16,10,474",,,,,,,,,,,,
,"1,66,59,702",,,,,,,,,,,,
,"1,23,05,656",,,,,,,,,,,,
,"1,09,44,553",,,,,,,,,,,,
,"1,49,76,226",,,,,,,,,,,,
,"91,67,693",,,,,,,,,,,,
,"1,54,87,570",,,,,,,,,,,,
,"1,61,32,702",,,,,,,,,,,,
,"96,48,253",,,,,,,,,,,,
,"1,26,57,604",,,,,,,,,,,,
,"1,10,94,834",,,,,,,,,,,,
,"74,15,900",,,,,,,,,,,,
,"1,75,04,638",,,,,,,,,,,,
,"70,82,250",,,,,,,,,,,,
,"72,83,283",,,,,,,,,,,,
,"1,91,73,480",,,,,,,,,,,,
,"79,65,783",,,,,,,,,,,,
,"1,44,33,130",,,,,,,,,,,,
,"1,95,56,723",,,,,,,,,,,,
,"84,05,983",,,,,,,,,,,,
,"1,76,05,027",,,,,,,,,,,,
,"1,40,65,790",,,,,,,,,,,,
,"1,43,02,405",,,,,,,,,,,,
,"1,47,62,952",,,,,,,,,,,,
,"79,34,809",,,,,,,,,,,,
,"65,84,450",,,,,,,,,,,,
,"67,73,601",,,,,,,,,,,,
,"1,50,95,746",,,,,,,,,,,,
,"45,30,842",,,,,,,,,,,,
,"1,75,94,379",,,,,,,,,,,,
,"2,14,72,659",,,,,,,,,,,,
,"2,74,60,506",,,,,,,,,,,,
,"80,61,795",,,,,,,,,,,,
,"52,03,164",,,,,,,,,,,,
,"1,28,12,962",,,,,,,,,,,,
,"79,39,126",,,,,,,,,,,,
,"61,78,064",,,,,,,,,,,,
,"1,61,44,975",,,,,,,,,,,,
,"89,01,607",,,,,,,,,,,,
,"77,18,851",,,,,,,,,,,,
,"1,72,28,157",,,,,,,,,,,,
,"65,91,227",,,,,,,,,,,,
,"76,04,449",,,,,,,,,,,,
,"1,59,33,352",,,,,,,,,,,,
,"87,00,210",,,,,,,,,,,,
,"1,88,21,408",,,,,,,,,,,,
,"80,23,291",,,,,,,,,,,,
,"1,49,73,770",,,,,,,,,,,,
,"1,11,92,744",,,,,,,,,,,,
,"85,72,930",,,,,,,,,,,,
,"55,25,250",,,,,,,,,,,,
,"1,17,17,772",,,,,,,,,,,,
,"1,15,66,343",,,,,,,,,,,,
,"1,08,73,421",,,,,,,,,,,,
,"84,59,754",,,,,,,,,,,,
,"1,05,32,239",,,,,,,,,,,,
,"51,33,270",,,,,,,,,,,,
,"53,07,052",,,,,,,,,,,,
,"2,55,19,511",,,,,,,,,,,,
,"1,10,87,792",,,,,,,,,,,,
,"2,12,82,633",,,,,,,,,,,,
,"1,27,90,232",,,,,,,,,,,,
,"1,00,18,447",,,,,,,,,,,,
,"71,78,481",,,,,,,,,,,,
,"99,92,090",,,,,,,,,,,,
,"1,21,52,000",,,,,,,,,,,,
,"2,30,32,922",,,,,,,,,,,,
,"1,36,01,005",,,,,,,,,,,,
,"2,15,62,038",,,,,,,,,,,,
,"95,39,950",,,,,,,,,,,,
,"1,38,54,453",,,,,,,,,,,,
,"1,35,10,808",,,,,,,,,,,,
,"1,15,35,057",,,,,,,,,,,,
,"79,39,593",,,,,,,,,,,,
,"1,93,08,333",,,,,,,,,,,,
,"1,07,92,847",,,,,,,,,,,,
,"2,50,48,906",,,,,,,,,,,,
,"58,53,696",,,,,,,,,,,,
,"41,13,111",,,,,,,,,,,,
,"63,96,480",,,,,,,,,,,,
,"80,65,319",,,,,,,,,,,,
,"1,11,26,965",,,,,,,,,,,,
,"1,32,29,748",,,,,,,,,,,,
,"52,55,460",,,,,,,,,,,,
,"1,38,83,085",,,,,,,,,,,,
,"79,28,678",,,,,,,,,,,,
,"49,75,505",,,,,,,,,,,,
,"1,60,69,398",,,,,,,,,,,,
,"83,41,616",,,,,,,,,,,,
,"1,66,97,435",,,,,,,,,,,,
,"1,25,76,759",,,,,,,,,,,,
,"51,88,813",,,,,,,,,,,,
,"1,66,95,906",,,,,,,,,,,,
,"78,35,599",,,,,,,,,,,,
,"70,80,270",,,,,,,,,,,,
,"75,51,134",,,,,,,,,,,,
,"31,10,113",,,,,,,,,,,,
,"74,26,247",,,,,,,,,,,,
,"1,21,40,675",,,,,,,,,,,,
,"71,77,104",,,,,,,,,,,,
,"94,26,251",,,,,,,,,,,,
,"85,06,555",,,,,,,,,,,,
,"60,70,591",,,,,,,,,,,,
,"1,19,59,852",,,,,,,,,,,,
,"84,82,949",,,,,,,,,,,,
,"1,33,35,624",,,,,,,,,,,,
,"1,20,81,526",,,,,,,,,,,,
,"46,06,011",,,,,,,,,,,,
,"2,33,96,718",,,,,,,,,,,,
,"1,67,97,549",,,,,,,,,,,,
,"1,06,10,000",,,,,,,,,,,,
,"1,10,48,543",,,,,,,,,,,,
,"72,59,063",,,,,,,,,,,,
,"73,27,732",,,,,,,,,,,,
,"1,18,90,762",,,,,,,,,,,,
,"79,44,386",,,,,,,,,,,,
,"69,32,714",,,,,,,,,,,,
,"79,48,531",,,,,,,,,,,,
,"72,19,000",,,,,,,,,,,,
,"1,04,13,447",,,,,,,,,,,,
,"1,52,10,966",,,,,,,,,,,,
,"80,94,000",,,,,,,,,,,,
,"65,13,717",,,,,,,,,,,,
,"53,37,757",,,,,,,,,,,,
,"57,76,433",,,,,,,,,,,,
,"57,95,093",,,,,,,,,,,,
,"60,41,000",,,,,,,,,,,,
,"1,23,29,886",,,,,,,,,,,,
,"49,16,596",,,,,,,,,,,,
,"72,66,420",,,,,,,,,,,,
,"2,52,20,485",,,,,,,,,,,,
,"40,68,022",,,,,,,,,,,,
,"72,74,446",,,,,,,,,,,,
,"1,55,39,999",,,,,,,,,,,,
,"2,25,66,487",,,,,,,,,,,,
,"85,57,222",,,,,,,,,,,,
,"2,24,43,861",,,,,,,,,,,,
,"49,36,398",,,,,,,,,,,,
,"1,02,80,426",,,,,,,,,,,,
,"1,21,00,607",,,,,,,,,,,,
,"92,60,217",,,,,,,,,,,,
,"2,43,66,303",,,,,,,,,,,,
,"1,58,58,296",,,,,,,,,,,,
,"2,55,37,056",,,,,,,,,,,,
,"55,70,840",,,,,,,,,,,,
,"97,24,464",,,,,,,,,,,,
,"1,13,54,904",,,,,,,,,,,,
,"88,77,430",,,,,,,,,,,,
,"2,22,04,423",,,,,,,,,,,,
,"1,18,45,224",,,,,,,,,,,,
,"51,54,566",,,,,,,,,,,,
,"1,03,38,705",,,,,,,,,,,,
,"78,29,276",,,,,,,,,,,,
,"33,57,897",,,,,,,,,,,,
,"1,12,14,029",,,,,,,,,,,,
,"1,31,71,602",,,,,,,,,,,,
,"63,05,766",,,,,,,,,,,,
,"1,37,63,991",,,,,,,,,,,,
,"1,64,68,056",,,,,,,,,,,,
,"84,02,659",,,,,,,,,,,,
,"91,85,400",,,,,,,,,,,,
,"71,35,032",,,,,,,,,,,,
,"1,07,05,800",,,,,,,,,,,,
,"1,19,87,073",,,,,,,,,,,,
,"1,85,59,200",,,,,,,,,,,,
,"90,89,212",,,,,,,,,,,,
,"1,62,46,126",,,,,,,,,,,,
,"91,14,974",,,,,,,,,,,,
,"90,34,715",,,,,,,,,,,,
,"99,50,381",,,,,,,,,,,,
,"1,46,23,000",,,,,,,,,,,,
,"57,61,000",,,,,,,,,,,,
,"89,14,930",,,,,,,,,,,,
,"1,33,71,263",,,,,,,,,,,,
,"1,46,43,000",,,,,,,,,,,,
,"1,50,48,908",,,,,,,,,,,,
,"73,96,726",,,,,,,,,,,,
,"1,39,62,999",,,,,,,,,,,,
,"2,06,33,776",,,,,,,,,,,,
,"1,37,06,500",,,,,,,,,,,,
,"60,02,716",,,,,,,,,,,,
,"80,20,867",,,,,,,,,,,,
,"49,83,217",,,,,,,,,,,,
,"1,14,43,002",,,,,,,,,,,,
,"2,25,42,000",,,,,,,,,,,,
,"70,67,340",,,,,,,,,,,,
,"1,32,54,509",,,,,,,,,,,,
,"1,92,56,037",,,,,,,,,,,,
,"2,61,59,764",,,,,,,,,,,,
,"1,46,86,322",,,,,,,,,,,,
,"1,43,07,527",,,,,,,,,,,,
,"1,20,42,040",,,,,,,,,,,,
,"1,20,55,610",,,,,,,,,,,,
,"79,11,354",,,,,,,,,,,,
,"1,46,19,772",,,,,,,,,,,,
,"76,26,080",,,,,,,,,,,,
,"69,95,072",,,,,,,,,,,,
,"1,16,84,500",,,,,,,,,,,,
,"74,71,500",,,,,,,,,,,,
,"1,03,94,991",,,,,,,,,,,,
,"1,40,51,008",,,,,,,,,,,,
,"61,16,199",,,,,,,,,,,,
,"1,32,93,095",,,,,,,,,,,,
,"1,51,02,339",,,,,,,,,,,,
,"1,76,78,323",,,,,,,,,,,,
,"69,24,275",,,,,,,,,,,,
,"69,86,015",,,,,,,,,,,,
,"1,11,52,436",,,,,,,,,,,,
,"1,99,66,582",,,,,,,,,,,,
,"1,12,95,429",,,,,,,,,,,,
,"1,80,06,645",,,,,,,,,,,,
,"1,67,73,564",,,,,,,,,,,,
,"1,04,81,900",,,,,,,,,,,,
,"1,64,11,900",,,,,,,,,,,,
,"2,89,08,683",,,,,,,,,,,,
,"79,57,395",,,,,,,,,,,,
,"1,87,60,124",,,,,,,,,,,,
,"88,43,700",,,,,,,,,,,,
,"1,62,36,461",,,,,,,,,,,,
,"86,93,171",,,,,,,,,,,,
,"2,54,45,321",,,,,,,,,,,,
,"82,49,547",,,,,,,,,,,,
,"1,03,06,239",,,,,,,,,,,,
,"1,03,71,000",,,,,,,,,,,,
,"1,34,14,500",,,,,,,,,,,,
,"1,36,27,373",,,,,,,,,,,,
,"99,85,373",,,,,,,,,,,,
,"79,25,905",,,,,,,,,,,,
,"1,36,96,873",,,,,,,,,,,,
,"53,10,522",,,,,,,,,,,,
,"1,20,37,115",,,,,,,,,,,,
,"41,61,583",,,,,,,,,,,,
,"53,99,500",,,,,,,,,,,,
,"66,42,898",,,,,,,,,,,,
,"59,59,511",,,,,,,,,,,,
,"1,22,20,250",,,,,,,,,,,,
,"1,18,98,354",,,,,,,,,,,,
,"1,19,55,540",,,,,,,,,,,,
,"1,19,22,000",,,,,,,,,,,,
,"1,36,26,200",,,,,,,,,,,,
,"2,42,62,427",,,,,,,,,,,,
,"1,50,14,500",,,,,,,,,,,,
,"1,87,06,692",,,,,,,,,,,,
,"1,23,70,923",,,,,,,,,,,,
,"1,46,36,999",,,,,,,,,,,,
,"83,40,562",,,,,,,,,,,,
,"1,32,72,108",,,,,,,,,,,,
,"1,56,05,397",,,,,,,,,,,,
,"63,55,676",,,,,,,,,,,,
,"1,02,01,241",,,,,,,,,,,,
,"80,18,469",,,,,,,,,,,,
,"59,05,583",,,,,,,,,,,,
,"83,57,033",,,,,,,,,,,,
,"34,29,500",,,,,,,,,,,,
,"1,75,89,000",,,,,,,,,,,,
,"1,14,98,896",,,,,,,,,,,,
,"1,78,28,804",,,,,,,,,,,,
,"3,05,75,488",,,,,,,,,,,,
,"64,43,151",,,,,,,,,,,,
,"52,73,477",,,,,,,,,,,,
,"66,49,403",,,,,,,,,,,,
,"41,70,281",,,,,,,,,,,,
,"1,54,32,243",,,,,,,,,,,,
,"1,47,59,071",,,,,,,,,,,,
,"78,37,694",,,,,,,,,,,,
,"1,79,37,556",,,,,,,,,,,,
,"2,46,42,453",,,,,,,,,,,,
,"1,30,29,177",,,,,,,,,,,,
,"1,18,49,039",,,,,,,,,,,,
,"1,92,53,619",,,,,,,,,,,,
,"89,70,653",,,,,,,,,,,,
,"74,09,029",,,,,,,,,,,,
,"1,11,91,745",,,,,,,,,,,,
,"56,43,563",,,,,,,,,,,,
,"87,86,131",,,,,,,,,,,,
,"79,48,433",,,,,,,,,,,,
,"49,03,968",,,,,,,,,,,,
,"1,57,30,577",,,,,,,,,,,,
,"1,93,98,204",,,,,,,,,,,,
,"2,44,85,220",,,,,,,,,,,,
,"92,64,448",,,,,,,,,,,,
,"1,21,80,363",,,,,,,,,,,,
,"1,89,31,345",,,,,,,,,,,,
,"44,12,155",,,,,,,,,,,,
,"95,65,934",,,,,,,,,,,,
,"74,65,026",,,,,,,,,,,,
,"1,23,86,954",,,,,,,,,,,,
,"83,11,691",,,,,,,,,,,,
,"1,02,17,855",,,,,,,,,,,,
,"86,78,387",,,,,,,,,,,,
,"1,03,22,286",,,,,,,,,,,,
,"56,94,427",,,,,,,,,,,,
,"1,05,49,350",,,,,,,,,,,,
,"1,10,24,608",,,,,,,,,,,,
,"43,14,000",,,,,,,,,,,,
,"1,19,22,925",,,,,,,,,,,,
,"1,92,45,544",,,,,,,,,,,,
,"1,14,81,390",,,,,,,,,,,,
,"1,05,19,345",,,,,,,,,,,,
,"1,56,74,774",,,,,,,,,,,,
,"66,52,195",,,,,,,,,,,,
,"53,81,536",,,,,,,,,,,,
,"2,20,51,538",,,,,,,,,,,,
,"72,79,500",,,,,,,,,,,,
,"1,77,29,643",,,,,,,,,,,,
,"77,12,806",,,,,,,,,,,,
,"67,30,049",,,,,,,,,,,,
,"63,02,768",,,,,,,,,,,,
,"2,55,13,813",,,,,,,,,,,,
,"64,21,192",,,,,,,,,,,,
,"54,30,307",,,,,,,,,,,,
,"33,47,583",,,,,,,,,,,,
,"1,45,26,000",,,,,,,,,,,,
,"1,29,89,776",,,,,,,,,,,,
